,_time,type,experiment,start,end
2034,2023-11-07 18:19:46.915459+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2035,2023-11-07 18:19:46.915511+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2036,2023-11-07 18:19:46.915655+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2037,2023-11-07 18:19:46.915728+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2038,2023-11-07 18:19:46.915733+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2039,2023-11-07 18:19:46.916203+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2040,2023-11-07 18:19:46.916370+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2041,2023-11-07 18:19:46.916381+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2042,2023-11-07 18:19:46.916400+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2043,2023-11-07 18:19:46.916407+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2044,2023-11-07 18:19:46.916413+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2045,2023-11-07 18:19:46.916420+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2046,2023-11-07 18:19:46.916427+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2047,2023-11-07 18:19:46.916434+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2048,2023-11-07 18:19:46.916453+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2049,2023-11-07 18:19:46.916468+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2050,2023-11-07 18:19:46.916475+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2051,2023-11-07 18:19:46.916591+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2052,2023-11-07 18:19:46.916608+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2053,2023-11-07 18:19:46.916743+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2054,2023-11-07 18:19:46.916752+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2055,2023-11-07 18:19:46.916758+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2056,2023-11-07 18:19:46.916765+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2057,2023-11-07 18:19:46.917504+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2058,2023-11-07 18:19:46.917519+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2059,2023-11-07 18:19:46.917527+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2060,2023-11-07 18:19:46.917846+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2061,2023-11-07 18:19:46.945928+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2062,2023-11-07 18:19:46.945946+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2063,2023-11-07 18:19:46.945960+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2064,2023-11-07 18:19:46.946221+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2065,2023-11-07 18:19:46.946379+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2066,2023-11-07 18:19:46.946572+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2067,2023-11-07 18:19:46.946820+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2068,2023-11-07 18:19:46.946953+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2069,2023-11-07 18:19:46.947019+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2070,2023-11-07 18:19:46.947058+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2071,2023-11-07 18:19:46.947067+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2072,2023-11-07 18:19:46.947075+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2073,2023-11-07 18:19:46.947114+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2074,2023-11-07 18:19:46.947158+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2075,2023-11-07 18:19:46.947203+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2076,2023-11-07 18:19:46.947385+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2077,2023-11-07 18:19:46.947394+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2078,2023-11-07 18:19:46.947415+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2079,2023-11-07 18:19:46.947727+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2080,2023-11-07 18:19:46.947904+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2081,2023-11-07 18:19:46.947919+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2082,2023-11-07 18:19:46.947928+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2083,2023-11-07 18:19:46.947935+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2084,2023-11-07 18:19:46.947942+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2085,2023-11-07 18:19:46.947947+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2086,2023-11-07 18:19:46.948052+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2087,2023-11-07 18:19:46.948059+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2088,2023-11-07 18:19:46.948076+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2089,2023-11-07 18:19:46.948103+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2090,2023-11-07 18:19:46.948137+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2091,2023-11-07 18:19:46.948149+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2092,2023-11-07 18:19:46.948164+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2093,2023-11-07 18:19:46.948170+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2094,2023-11-07 18:19:46.948347+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2095,2023-11-07 18:19:46.948387+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2096,2023-11-07 18:19:46.948597+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2097,2023-11-07 18:19:46.948664+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2098,2023-11-07 18:19:46.948726+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2099,2023-11-07 18:19:46.948733+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2100,2023-11-07 18:19:46.948740+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2101,2023-11-07 18:19:46.948747+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2102,2023-11-07 18:19:46.948775+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2103,2023-11-07 18:19:46.949017+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2104,2023-11-07 18:19:46.949686+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2105,2023-11-07 18:19:46.949746+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2106,2023-11-07 18:19:46.949774+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2107,2023-11-07 18:19:46.949833+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2108,2023-11-07 18:19:46.950176+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2109,2023-11-07 18:19:46.952616+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2110,2023-11-07 18:19:46.952645+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2111,2023-11-07 18:19:46.952748+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2112,2023-11-07 18:19:46.956734+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2113,2023-11-07 18:19:46.956742+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2114,2023-11-07 18:19:46.956747+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2115,2023-11-07 18:19:46.982176+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2116,2023-11-07 18:19:46.982214+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2117,2023-11-07 18:19:46.982234+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2118,2023-11-07 18:19:46.982316+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2119,2023-11-07 18:19:46.982361+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2120,2023-11-07 18:19:46.982518+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2121,2023-11-07 18:19:46.982525+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2122,2023-11-07 18:19:46.982540+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2123,2023-11-07 18:19:46.982880+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2124,2023-11-07 18:19:46.982888+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2125,2023-11-07 18:19:46.983034+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2126,2023-11-07 18:19:46.983088+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2127,2023-11-07 18:19:46.983100+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2128,2023-11-07 18:19:46.983118+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2129,2023-11-07 18:19:46.983127+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2130,2023-11-07 18:19:46.983160+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2131,2023-11-07 18:19:46.983176+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2132,2023-11-07 18:19:46.983259+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2133,2023-11-07 18:19:46.983276+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2134,2023-11-07 18:19:46.983284+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2135,2023-11-07 18:19:46.983343+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2136,2023-11-07 18:19:46.983362+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2137,2023-11-07 18:19:46.983371+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2138,2023-11-07 18:19:46.983431+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2139,2023-11-07 18:19:46.983462+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2140,2023-11-07 18:19:46.983747+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2141,2023-11-07 18:19:46.984286+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2142,2023-11-07 18:19:46.984300+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2143,2023-11-07 18:19:46.984307+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2144,2023-11-07 18:19:46.984328+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2145,2023-11-07 18:19:46.984337+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2146,2023-11-07 18:19:46.984349+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2147,2023-11-07 18:19:46.984355+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2148,2023-11-07 18:19:46.984396+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2149,2023-11-07 18:19:46.984434+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2150,2023-11-07 18:19:46.984444+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2151,2023-11-07 18:19:46.984460+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2152,2023-11-07 18:19:46.984466+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2153,2023-11-07 18:19:46.984485+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2154,2023-11-07 18:19:46.984499+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2155,2023-11-07 18:19:46.984505+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2156,2023-11-07 18:19:46.984512+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2157,2023-11-07 18:19:46.984529+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2158,2023-11-07 18:19:46.984535+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2159,2023-11-07 18:19:46.984542+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2160,2023-11-07 18:19:46.984549+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2161,2023-11-07 18:19:46.985724+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2162,2023-11-07 18:19:46.985761+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2163,2023-11-07 18:19:46.985770+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2164,2023-11-07 18:19:46.985803+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2165,2023-11-07 18:19:46.985817+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2166,2023-11-07 18:19:46.985825+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2167,2023-11-07 18:19:46.985831+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2168,2023-11-07 18:19:46.985838+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2169,2023-11-07 18:19:46.985927+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2170,2023-11-07 18:19:46.990268+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2171,2023-11-07 18:19:46.990544+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2172,2023-11-07 18:19:46.990704+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2173,2023-11-07 18:19:46.990712+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2174,2023-11-07 18:19:46.991092+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2175,2023-11-07 18:19:46.991681+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2176,2023-11-07 18:19:46.991816+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2177,2023-11-07 18:19:46.991906+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2178,2023-11-07 18:19:46.991932+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2179,2023-11-07 18:19:46.991948+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2180,2023-11-07 18:19:46.991984+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2181,2023-11-07 18:19:46.992009+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2182,2023-11-07 18:19:46.992044+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2183,2023-11-07 18:19:46.992078+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2184,2023-11-07 18:19:46.992081+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2185,2023-11-07 18:19:46.992194+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2186,2023-11-07 18:19:46.992279+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2187,2023-11-07 18:19:46.992306+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2188,2023-11-07 18:19:46.992341+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2189,2023-11-07 18:19:46.992521+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2190,2023-11-07 18:19:46.992775+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2191,2023-11-07 18:19:46.992844+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2192,2023-11-07 18:19:46.992886+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2193,2023-11-07 18:19:46.992897+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2194,2023-11-07 18:19:46.992904+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2195,2023-11-07 18:19:46.992911+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2196,2023-11-07 18:19:46.992917+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2197,2023-11-07 18:19:46.992924+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2198,2023-11-07 18:19:46.992931+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2199,2023-11-07 18:19:46.992949+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2200,2023-11-07 18:19:46.992961+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2201,2023-11-07 18:19:46.992967+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2202,2023-11-07 18:19:46.992973+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2203,2023-11-07 18:19:46.992979+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2204,2023-11-07 18:19:46.992986+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2205,2023-11-07 18:19:46.993907+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2206,2023-11-07 18:19:46.993917+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2207,2023-11-07 18:19:46.993938+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2208,2023-11-07 18:19:47.024204+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2209,2023-11-07 18:19:47.024800+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2210,2023-11-07 18:19:47.024962+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2211,2023-11-07 18:19:47.025310+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2212,2023-11-07 18:19:47.025651+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2213,2023-11-07 18:19:47.026181+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2214,2023-11-07 18:19:47.281540+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2215,2023-11-07 18:19:47.281607+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2216,2023-11-07 18:19:47.281646+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2217,2023-11-07 18:19:47.281664+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2218,2023-11-07 18:19:47.281769+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2219,2023-11-07 18:19:47.281771+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2220,2023-11-07 18:19:47.281871+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2221,2023-11-07 18:19:47.281918+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2222,2023-11-07 18:19:47.281961+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2223,2023-11-07 18:19:47.281977+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2224,2023-11-07 18:19:47.282069+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2225,2023-11-07 18:19:47.282106+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2226,2023-11-07 18:19:47.282112+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2227,2023-11-07 18:19:47.282337+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2228,2023-11-07 18:19:47.282587+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2229,2023-11-07 18:19:47.282646+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2230,2023-11-07 18:19:47.282961+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2231,2023-11-07 18:19:47.283232+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2232,2023-11-07 18:19:47.456896+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2233,2023-11-07 18:19:47.457220+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2234,2023-11-07 18:19:47.457328+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2235,2023-11-07 18:19:47.457387+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2236,2023-11-07 18:19:47.458027+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2237,2023-11-07 18:19:47.458033+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2238,2023-11-07 18:19:47.458039+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2239,2023-11-07 18:19:47.458050+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2240,2023-11-07 18:19:47.458067+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2241,2023-11-07 18:19:47.458335+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2242,2023-11-07 18:19:47.458343+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2243,2023-11-07 18:19:47.458415+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2244,2023-11-07 18:19:47.458438+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2245,2023-11-07 18:19:47.458445+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2246,2023-11-07 18:19:47.458453+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2247,2023-11-07 18:19:47.458458+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2248,2023-11-07 18:19:47.458464+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2249,2023-11-07 18:19:47.458579+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2250,2023-11-07 18:19:47.458592+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2251,2023-11-07 18:19:47.459238+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2252,2023-11-07 18:19:47.459248+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2253,2023-11-07 18:19:47.459311+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2254,2023-11-07 18:19:47.459322+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
2255,2023-11-07 18:19:47.459330+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
