,_time,type,experiment,start,end
31,2023-11-07 18:19:34.634619+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
32,2023-11-07 18:19:34.634622+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
33,2023-11-07 18:19:34.634625+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
34,2023-11-07 18:19:34.634640+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
35,2023-11-07 18:19:34.634654+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
36,2023-11-07 18:19:34.634657+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
37,2023-11-07 18:19:34.634660+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
38,2023-11-07 18:19:34.634668+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
39,2023-11-07 18:19:34.634680+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
40,2023-11-07 18:19:34.634683+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
41,2023-11-07 18:19:34.634692+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
42,2023-11-07 18:19:34.634696+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
43,2023-11-07 18:19:34.634707+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
44,2023-11-07 18:19:34.634709+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
45,2023-11-07 18:19:34.634712+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
46,2023-11-07 18:19:34.634723+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
47,2023-11-07 18:19:34.634726+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
48,2023-11-07 18:19:34.634728+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
49,2023-11-07 18:19:34.634731+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
50,2023-11-07 18:19:34.634748+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
51,2023-11-07 18:19:34.692390+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
52,2023-11-07 18:19:34.692401+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
53,2023-11-07 18:19:34.696471+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
54,2023-11-07 18:19:34.718507+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
55,2023-11-07 18:19:34.722003+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
56,2023-11-07 18:19:34.843095+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
57,2023-11-07 18:19:34.843099+00:00,11.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
58,2023-11-07 18:19:37.211230+00:00,12.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
59,2023-11-07 18:19:37.360231+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
60,2023-11-07 18:19:37.360517+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
61,2023-11-07 18:19:37.360605+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
62,2023-11-07 18:19:37.361433+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
63,2023-11-07 18:19:37.361454+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
64,2023-11-07 18:19:37.361465+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
65,2023-11-07 18:19:37.361477+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
66,2023-11-07 18:19:37.361559+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
67,2023-11-07 18:19:37.361613+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
68,2023-11-07 18:19:37.361622+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
69,2023-11-07 18:19:37.361631+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
70,2023-11-07 18:19:37.361641+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
71,2023-11-07 18:19:37.361661+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
72,2023-11-07 18:19:37.361670+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
73,2023-11-07 18:19:37.361687+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
74,2023-11-07 18:19:37.361944+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
75,2023-11-07 18:19:37.362007+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
76,2023-11-07 18:19:37.362017+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
77,2023-11-07 18:19:37.362024+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
78,2023-11-07 18:19:37.362033+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
79,2023-11-07 18:19:37.362044+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
80,2023-11-07 18:19:37.362054+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
81,2023-11-07 18:19:37.362063+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
82,2023-11-07 18:19:37.362123+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
83,2023-11-07 18:19:37.362130+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
84,2023-11-07 18:19:37.362137+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
85,2023-11-07 18:19:37.362144+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
86,2023-11-07 18:19:37.362149+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
87,2023-11-07 18:19:37.362177+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
88,2023-11-07 18:19:37.362262+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
89,2023-11-07 18:19:37.362272+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
90,2023-11-07 18:19:37.362288+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
91,2023-11-07 18:19:37.362293+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
92,2023-11-07 18:19:37.362298+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
93,2023-11-07 18:19:37.362426+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
94,2023-11-07 18:19:37.362438+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
95,2023-11-07 18:19:37.362445+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
96,2023-11-07 18:19:37.362450+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
97,2023-11-07 18:19:37.362457+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
98,2023-11-07 18:19:37.362463+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
99,2023-11-07 18:19:37.362641+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
100,2023-11-07 18:19:37.362652+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
101,2023-11-07 18:19:37.362666+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
102,2023-11-07 18:19:37.362673+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
103,2023-11-07 18:19:37.362765+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
104,2023-11-07 18:19:37.364375+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
105,2023-11-07 18:19:37.364386+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
106,2023-11-07 18:19:37.364392+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
107,2023-11-07 18:19:37.364399+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
108,2023-11-07 18:19:37.364405+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
109,2023-11-07 18:19:37.364412+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
110,2023-11-07 18:19:37.364418+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
111,2023-11-07 18:19:37.364424+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
112,2023-11-07 18:19:37.364431+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
113,2023-11-07 18:19:37.364436+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
114,2023-11-07 18:19:37.377040+00:00,12.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
115,2023-11-07 18:19:37.534523+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
116,2023-11-07 18:19:37.534563+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
117,2023-11-07 18:19:37.534737+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
118,2023-11-07 18:19:37.534792+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
119,2023-11-07 18:19:37.535296+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
120,2023-11-07 18:19:37.535431+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
121,2023-11-07 18:19:37.535529+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
122,2023-11-07 18:19:37.535712+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
123,2023-11-07 18:19:37.535784+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
124,2023-11-07 18:19:37.535793+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
125,2023-11-07 18:19:37.535800+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
126,2023-11-07 18:19:37.535809+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
127,2023-11-07 18:19:37.535824+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
128,2023-11-07 18:19:37.535832+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
129,2023-11-07 18:19:37.535853+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
130,2023-11-07 18:19:37.535868+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
131,2023-11-07 18:19:37.535929+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
132,2023-11-07 18:19:37.535977+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
133,2023-11-07 18:19:37.535984+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
134,2023-11-07 18:19:37.536004+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
135,2023-11-07 18:19:37.536013+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
136,2023-11-07 18:19:37.536038+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
137,2023-11-07 18:19:37.537066+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
138,2023-11-07 18:19:37.537078+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
139,2023-11-07 18:19:37.537089+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
140,2023-11-07 18:19:37.537194+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
141,2023-11-07 18:19:37.537209+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
142,2023-11-07 18:19:37.537319+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
143,2023-11-07 18:19:37.537381+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
144,2023-11-07 18:19:37.537393+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
145,2023-11-07 18:19:37.537469+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
146,2023-11-07 18:19:37.537489+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
147,2023-11-07 18:19:37.537532+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
148,2023-11-07 18:19:37.537534+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
149,2023-11-07 18:19:37.537562+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
150,2023-11-07 18:19:37.537739+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
151,2023-11-07 18:19:37.537915+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
152,2023-11-07 18:19:37.537925+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
153,2023-11-07 18:19:37.538005+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
154,2023-11-07 18:19:37.538040+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
155,2023-11-07 18:19:37.538112+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
156,2023-11-07 18:19:37.538233+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
157,2023-11-07 18:19:37.538245+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
158,2023-11-07 18:19:37.538563+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
159,2023-11-07 18:19:37.538832+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
160,2023-11-07 18:19:37.587440+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
161,2023-11-07 18:19:37.587527+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
162,2023-11-07 18:19:37.587681+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
163,2023-11-07 18:19:37.587694+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
164,2023-11-07 18:19:37.587793+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
165,2023-11-07 18:19:37.587948+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
166,2023-11-07 18:19:37.588120+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
167,2023-11-07 18:19:37.588388+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
168,2023-11-07 18:19:37.588482+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
169,2023-11-07 18:19:37.588554+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
170,2023-11-07 18:19:37.613937+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
171,2023-11-07 18:19:37.614160+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
172,2023-11-07 18:19:37.614189+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
173,2023-11-07 18:19:37.614438+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
174,2023-11-07 18:19:37.614584+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
175,2023-11-07 18:19:37.614692+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
176,2023-11-07 18:19:37.614708+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
177,2023-11-07 18:19:37.614753+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
178,2023-11-07 18:19:37.614882+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
179,2023-11-07 18:19:37.614982+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
180,2023-11-07 18:19:37.615037+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
181,2023-11-07 18:19:37.615038+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
182,2023-11-07 18:19:37.615060+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
183,2023-11-07 18:19:37.615070+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
184,2023-11-07 18:19:37.615077+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
185,2023-11-07 18:19:37.615554+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
186,2023-11-07 18:19:37.615571+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
187,2023-11-07 18:19:37.615580+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
188,2023-11-07 18:19:37.615610+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
189,2023-11-07 18:19:37.615619+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
190,2023-11-07 18:19:37.615627+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
191,2023-11-07 18:19:37.615634+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
192,2023-11-07 18:19:37.615655+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
193,2023-11-07 18:19:37.616426+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
194,2023-11-07 18:19:37.616434+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
195,2023-11-07 18:19:37.616585+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
196,2023-11-07 18:19:37.627491+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
197,2023-11-07 18:19:37.627746+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
198,2023-11-07 18:19:37.627814+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
199,2023-11-07 18:19:37.627824+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
200,2023-11-07 18:19:37.627947+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
201,2023-11-07 18:19:37.628399+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
202,2023-11-07 18:19:37.628641+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
203,2023-11-07 18:19:37.628673+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
204,2023-11-07 18:19:37.629279+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
205,2023-11-07 18:19:37.629455+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
206,2023-11-07 18:19:37.629469+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
207,2023-11-07 18:19:37.629483+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
208,2023-11-07 18:19:37.629542+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
209,2023-11-07 18:19:37.629550+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
210,2023-11-07 18:19:37.629677+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
211,2023-11-07 18:19:37.629677+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
212,2023-11-07 18:19:37.629690+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
213,2023-11-07 18:19:37.629706+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
214,2023-11-07 18:19:37.629713+00:00,3.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
215,2023-11-07 18:19:37.629780+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
216,2023-11-07 18:19:37.629785+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
217,2023-11-07 18:19:37.629796+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
218,2023-11-07 18:19:37.629802+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
219,2023-11-07 18:19:37.629808+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
220,2023-11-07 18:19:37.629847+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
221,2023-11-07 18:19:37.629901+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
222,2023-11-07 18:19:37.629996+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
223,2023-11-07 18:19:37.630198+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
224,2023-11-07 18:19:37.630256+00:00,2.0,505,2023-11-07 18:12:32.6142390,2023-11-07 18:42:32.6167070
