,experiment,start,end,topology,parameter,d,dlo,dhi,dscore,dlazy,dout,gossipFactor,interval,startUnix,endUnix
218,601,2023-11-10 15:17:19.5855699,2023-11-10 15:47:19.5900222,general,random3,10,8,16,4,8,2,0.25,1.0,1699629439,1699631239
219,602,2023-11-10 15:50:55.5209916,2023-11-10 16:20:55.5231350,general,random3,10,8,16,4,8,2,0.25,1.0,1699631455,1699633255
220,603,2023-11-10 16:24:31.4004661,2023-11-10 16:54:31.4020518,general,random4,16,8,20,4,8,2,0.25,0.5,1699633471,1699635271
221,604,2023-11-10 16:58:05.1488286,2023-11-10 17:28:05.1510005,general,random4,16,8,20,4,8,2,0.25,0.5,1699635485,1699637285
222,605,2023-11-10 17:31:39.4974010,2023-11-10 18:01:39.5114367,general,random4,16,8,20,4,8,2,0.25,0.5,1699637499,1699639299
223,606,2023-11-10 18:05:13.7368382,2023-11-10 18:35:13.7473414,general,random5,8,6,16,4,8,2,0.25,0.25,1699639513,1699641313
224,607,2023-11-10 18:38:48.3672051,2023-11-10 19:08:48.4295223,general,random5,8,6,16,4,8,2,0.25,0.25,1699641528,1699643328
225,608,2023-11-10 19:12:22.4294027,2023-11-10 19:42:22.4312185,general,random5,8,6,16,4,8,2,0.25,0.25,1699643542,1699645342
226,609,2023-11-10 19:45:57.0029094,2023-11-10 20:15:57.0097123,general,random6,16,8,20,6,8,2,0.25,1.0,1699645557,1699647357
227,610,2023-11-10 20:19:31.5759814,2023-11-10 20:49:31.5770487,general,random6,16,8,20,6,8,2,0.25,1.0,1699647571,1699649371
228,611,2023-11-10 20:53:06.0131276,2023-11-10 21:23:06.0170398,general,random6,16,8,20,6,8,2,0.25,1.0,1699649586,1699651386
229,612,2023-11-10 21:26:40.8501340,2023-11-10 21:56:40.8577180,general,random7,10,8,16,4,8,4,0.25,1.0,1699651600,1699653400
230,613,2023-11-10 22:00:15.9096676,2023-11-10 22:30:15.9116180,general,random7,10,8,16,4,8,4,0.25,1.0,1699653615,1699655415
231,614,2023-11-10 22:33:50.1882654,2023-11-10 23:03:50.1908570,general,random7,10,8,16,4,8,4,0.25,1.0,1699655630,1699657430
232,615,2023-11-10 23:07:25.2883952,2023-11-10 23:37:25.2912740,general,random8,10,8,16,4,8,2,0.15,1.0,1699657645,1699659445
233,616,2023-11-10 23:41:01.0448180,2023-11-11 00:11:01.0479786,general,random8,10,8,16,4,8,2,0.15,1.0,1699659661,1699661461
234,617,2023-11-11 00:14:36.1433985,2023-11-11 00:44:36.1497108,general,random8,10,8,16,4,8,2,0.15,1.0,1699661676,1699663476
235,618,2023-11-16 21:11:58.8405660,2023-11-16 21:41:58.8429866,unl,informed9,8,6,12,4,6,2,0.15,3.0,1700169118,1700170918
236,619,2023-11-16 21:45:27.7643452,2023-11-16 22:15:27.7677002,unl,informed9,8,6,12,4,6,2,0.15,3.0,1700171127,1700172927
237,620,2023-11-16 22:19:01.4425719,2023-11-16 22:49:01.4476435,unl,informed9,8,6,12,4,6,2,0.15,3.0,1700173141,1700174941
238,621,2023-11-16 22:52:35.0247897,2023-11-16 23:22:35.0288852,unl,informed10,16,6,20,4,6,4,0.5,1.0,1700175155,1700176955
239,622,2023-11-16 23:26:08.6240216,2023-11-16 23:56:08.6271928,unl,informed10,16,6,20,4,6,4,0.5,1.0,1700177168,1700178968
240,623,2023-11-16 23:59:42.3830669,2023-11-17 00:29:42.3863504,unl,informed10,16,6,20,4,6,4,0.5,1.0,1700179182,1700180982
241,624,2023-11-17 00:33:15.8462845,2023-11-17 01:03:15.8485642,unl,informed11,16,8,20,8,8,4,0.15,3.0,1700181195,1700182995
242,625,2023-11-17 01:06:49.2800187,2023-11-17 01:36:49.2818318,unl,informed11,16,8,20,8,8,4,0.15,3.0,1700183209,1700185009
243,626,2023-11-17 01:40:22.8064965,2023-11-17 02:10:22.8076993,unl,informed11,16,8,20,8,8,4,0.15,3.0,1700185222,1700187022
244,627,2023-11-17 02:13:56.7446117,2023-11-17 02:43:56.8039756,unl,informed12,16,8,15,16,8,4,0.75,0.5,1700187236,1700189036
245,628,2023-11-17 02:47:29.4257461,2023-11-17 03:17:29.4324197,unl,informed12,16,8,15,16,8,4,0.75,0.5,1700189249,1700191049
246,629,2023-11-17 03:21:01.7959358,2023-11-17 03:51:01.8567301,unl,informed12,16,8,15,16,8,4,0.75,0.5,1700191261,1700193061
247,630,2023-11-17 03:54:34.3169159,2023-11-17 04:24:34.3217851,unl,informed13,5,4,7,3,2,2,0.25,1.0,1700193274,1700195074
248,631,2023-11-17 04:28:07.2762414,2023-11-17 04:58:07.2791021,unl,informed13,5,4,7,3,2,2,0.25,1.0,1700195287,1700197087
249,632,2023-11-17 05:01:40.9679665,2023-11-17 05:31:40.9708049,unl,informed13,5,4,7,3,2,2,0.25,1.0,1700197300,1700199100
250,633,2023-11-17 05:35:14.9529245,2023-11-17 06:05:14.9559338,unl,informed14,6,4,8,7,5,4,0.25,3.0,1700199314,1700201114
251,634,2023-11-17 06:08:48.8397316,2023-11-17 06:38:48.8435769,unl,informed14,6,4,8,7,5,4,0.25,3.0,1700201328,1700203128
252,635,2023-11-17 06:42:22.8565485,2023-11-17 07:12:22.8597625,unl,informed14,6,4,8,7,5,4,4.25,3.0,1700203342,1700205142
253,636,2023-11-17 07:15:57.3446798,2023-11-17 07:45:57.3471956,unl,informed15,6,3,8,2,2,4,0.25,0.5,1700205357,1700207157
254,637,2023-11-17 07:49:30.2791751,2023-11-17 08:19:30.3103294,unl,informed15,6,3,8,2,2,4,0.25,0.5,1700207370,1700209170
255,638,2023-11-17 08:23:03.0112121,2023-11-17 08:53:03.0485708,unl,informed15,6,3,8,2,2,4,0.25,0.5,1700209383,1700211183
256,639,2023-11-17 08:56:36.1136819,2023-11-17 09:26:36.1210690,unl,informed16,21,16,24,5,16,8,0.5,1.0,1700211396,1700213196
257,640,2023-11-17 09:30:09.2402946,2023-11-17 10:00:09.2497084,unl,informed16,21,16,24,5,16,8,0.5,1.0,1700213409,1700215209
258,641,2023-11-17 10:03:42.4091251,2023-11-17 10:33:42.4114497,unl,informed16,21,16,24,5,16,8,0.5,1.0,1700215422,1700217222
259,642,2023-11-21 15:24:52.4720765,2023-11-21 15:54:52.4750780,general,informed9,8,6,12,4,6,2,0.15,3.0,1700580292,1700582092
260,643,2023-11-21 15:58:26.2385739,2023-11-21 16:28:26.2470730,general,informed9,8,6,12,4,6,2,0.15,3.0,1700582306,1700584106
261,644,2023-11-21 16:31:59.9970877,2023-11-21 17:02:00.0047743,general,informed9,8,6,12,4,6,2,0.15,3.0,1700584319,1700586120
262,645,2023-11-21 17:05:33.6824106,2023-11-21 17:35:33.6886246,general,informed10,16,6,20,4,6,4,0.5,1.0,1700586333,1700588133
263,646,2023-11-21 17:39:08.0129121,2023-11-21 18:09:08.0166440,general,informed10,16,6,20,4,6,4,0.5,1.0,1700588348,1700590148
264,647,2023-11-21 18:12:42.0079651,2023-11-21 18:42:42.0110142,general,informed10,16,6,20,4,6,4,0.5,1.0,1700590362,1700592162
265,648,2023-11-21 18:46:16.3191492,2023-11-21 19:16:16.3207097,general,informed11,16,8,20,8,8,4,0.15,3.0,1700592376,1700594176
266,649,2023-11-21 19:19:50.6788162,2023-11-21 19:49:50.6887671,general,informed11,16,8,20,8,8,4,0.15,3.0,1700594390,1700596190
267,650,2023-11-21 19:53:25.1009466,2023-11-21 20:23:25.1072124,general,informed11,16,8,20,8,8,4,0.15,3.0,1700596405,1700598205
268,651,2023-11-21 20:26:59.6970253,2023-11-21 20:56:59.7013529,general,informed12,16,8,15,16,8,4,0.75,0.5,1700598419,1700600219
269,652,2023-11-21 21:00:32.4770009,2023-11-21 21:30:32.4890113,general,informed12,16,8,15,16,8,4,0.75,0.5,1700600432,1700602232
270,653,2023-11-21 21:34:06.4672540,2023-11-21 22:04:06.4816988,general,informed12,16,8,15,16,8,4,0.75,0.5,1700602446,1700604246
271,654,2023-11-21 22:07:40.2346165,2023-11-21 22:37:40.2385545,general,informed13,5,4,7,3,2,2,0.25,1.0,1700604460,1700606260
272,655,2023-11-21 22:41:14.2028913,2023-11-21 23:11:14.2104657,general,informed13,5,4,7,3,2,2,0.25,1.0,1700606474,1700608274
273,656,2023-11-21 23:14:48.2294649,2023-11-21 23:44:48.2363093,general,informed13,5,4,7,3,2,2,0.25,1.0,1700608488,1700610288
274,657,2023-11-21 23:48:22.6068989,2023-11-22 00:18:22.6099262,general,informed14,6,4,8,7,5,4,0.25,3.0,1700610502,1700612302
275,658,2023-11-22 00:21:57.0236579,2023-11-22 00:51:57.0268426,general,informed14,6,4,8,7,5,4,0.25,3.0,1700612517,1700614317
276,659,2023-11-22 00:55:31.7982279,2023-11-22 01:25:31.8006414,general,informed14,6,4,8,7,5,4,4.25,3.0,1700614531,1700616331
277,660,2023-11-22 01:29:06.3602456,2023-11-22 01:59:06.3648203,general,informed15,6,3,8,2,2,4,0.25,0.5,1700616546,1700618346
278,661,2023-11-22 02:02:40.2343885,2023-11-22 02:32:40.2368451,general,informed15,6,3,8,2,2,4,0.25,0.5,1700618560,1700620360
279,662,2023-11-22 02:36:14.2823737,2023-11-22 03:06:14.2932442,general,informed15,6,3,8,2,2,4,0.25,0.5,1700620574,1700622374
280,663,2023-11-22 03:09:48.5789046,2023-11-22 03:39:48.5860069,general,informed16,21,16,24,5,16,8,0.5,1.0,1700622588,1700624388
281,664,2023-11-22 03:43:22.2716142,2023-11-22 04:13:22.2769946,general,informed16,21,16,24,5,16,8,0.5,1.0,1700624602,1700626402
282,665,2023-11-22 04:16:56.2570170,2023-11-22 04:46:56.2665149,general,informed16,21,16,24,5,16,8,0.5,1.0,1700626616,1700628416
283,666,2024-01-11 14:44:15.0707839,2024-01-11 15:14:15.0739790,general,random17,8,6,20,5,7,2,0.5,3.0,1704984255,1704986055
284,667,2024-01-11 15:17:48.8126684,2024-01-11 15:47:48.8151329,general,random17,8,6,20,5,7,2,0.5,3.0,1704986268,1704988068
285,668,2024-01-11 15:51:23.8943734,2024-01-11 16:21:23.8986731,general,random17,8,6,20,5,7,2,0.5,3.0,1704988283,1704990083
286,669,2024-01-11 16:24:59.1698608,2024-01-11 16:54:59.1740249,general,random18,17,2,20,4,6,4,0.5,0.25,1704990299,1704992099
287,670,2024-01-11 16:58:33.7615835,2024-01-11 17:28:33.8203816,general,random18,17,2,20,4,6,4,0.5,0.25,1704992313,1704994113
288,671,2024-01-11 17:32:08.2827135,2024-01-11 18:02:08.2893527,general,random18,17,2,20,4,6,4,0.5,0.25,1704994328,1704996128
289,672,2024-01-11 18:05:42.8772237,2024-01-11 18:35:42.8811082,general,random19,12,8,21,9,8,4,0.15,2.0,1704996342,1704998142
290,673,2024-01-11 18:39:17.7355599,2024-01-11 19:09:17.7473760,general,random19,12,8,21,9,8,4,0.15,2.0,1704998357,1705000157
291,674,2024-01-11 19:12:52.8105857,2024-01-11 19:42:52.8153316,general,random19,12,8,21,9,8,4,0.15,2.0,1705000372,1705002172
292,675,2024-01-11 19:46:27.8205437,2024-01-11 20:16:27.8347802,general,random20,16,9,15,20,2,4,0.75,0.5,1705002387,1705004187
293,676,2024-01-11 20:20:02.4200879,2024-01-11 20:50:02.4238071,general,random20,16,9,15,20,2,4,0.75,0.5,1705004402,1705006202
294,677,2024-01-11 20:53:36.6719425,2024-01-11 21:23:36.6762831,general,random20,16,9,15,20,2,4,0.75,0.5,1705006416,1705008216
295,678,2024-01-11 21:27:11.2375741,2024-01-11 21:57:11.2435903,general,random21,3,2,7,9,20,2,0.25,1.0,1705008431,1705010231
296,679,2024-01-11 22:00:46.3754336,2024-01-11 22:30:46.3854875,general,random21,3,2,7,9,20,2,0.25,1.0,1705010446,1705012246
297,680,2024-01-11 22:34:21.4973214,2024-01-11 23:04:21.5037009,general,random21,3,2,7,9,20,2,0.25,1.0,1705012461,1705014261
298,681,2024-01-17 13:20:39.0683765,2024-01-17 13:50:39.0707325,unl,random22,5,3,20,7,9,4,0.5,1.0,1705497639,1705499439
299,682,2024-01-17 13:54:13.8614301,2024-01-17 14:24:13.8634696,unl,random22,5,3,20,7,9,4,0.5,1.0,1705499653,1705501453
300,683,2024-01-17 14:27:48.7661735,2024-01-17 14:57:48.7733487,unl,random22,5,3,20,7,9,4,0.5,1.0,1705501668,1705503468
301,684,2024-01-17 15:01:24.4871727,2024-01-17 15:31:24.4904522,unl,random23,7,1,9,5,3,9,0.25,2.0,1705503684,1705505484
302,685,2024-01-17 15:35:00.3530849,2024-01-17 16:05:00.3576284,unl,random23,7,1,9,5,3,9,0.25,2.0,1705505700,1705507500
303,686,2024-01-17 16:08:35.9125310,2024-01-17 16:38:35.9258245,unl,random23,7,1,9,5,3,9,0.25,2.0,1705507715,1705509515
304,687,2024-01-17 16:42:11.7408432,2024-01-17 17:12:11.7467682,unl,random24,2,1,4,2,3,5,0.15,3.0,1705509731,1705511531
305,688,2024-01-17 17:15:47.6743956,2024-01-17 17:45:47.6793466,unl,random24,2,1,4,2,3,5,0.15,3.0,1705511747,1705513547
306,689,2024-01-17 17:49:22.6945911,2024-01-17 18:19:22.7004256,unl,random24,2,1,4,2,3,5,0.15,3.0,1705513762,1705515562
307,690,2024-01-17 18:22:59.4998041,2024-01-17 18:52:59.5048262,unl,random25,16,3,17,2,5,8,0.75,0.5,1705515779,1705517579
308,691,2024-01-17 18:56:34.1769989,2024-01-17 19:26:34.1836237,unl,random25,16,3,17,2,5,8,0.75,0.5,1705517794,1705519594
309,692,2024-01-17 19:30:08.8113518,2024-01-17 20:00:08.8367617,unl,random25,16,3,17,2,5,8,0.75,0.5,1705519808,1705521608
310,693,2024-01-18 13:11:46.4826806,2024-01-18 13:41:46.4912551,unl,random22,5,3,20,7,9,4,0.5,1.0,1705583506,1705585306
311,694,2024-01-18 13:45:19.7550135,2024-01-18 14:15:19.7560361,unl,random22,5,3,20,7,9,4,0.5,1.0,1705585519,1705587319
312,695,2024-01-18 14:18:53.3273130,2024-01-18 14:48:53.3317947,unl,random22,5,3,20,7,9,4,0.5,1.0,1705587533,1705589333
313,696,2024-01-18 14:52:27.3882018,2024-01-18 15:22:27.3979384,unl,random23,7,1,9,5,3,9,0.25,2.0,1705589547,1705591347
314,697,2024-01-18 15:26:01.2468593,2024-01-18 15:56:01.2494994,unl,random23,7,1,9,5,3,9,0.25,2.0,1705591561,1705593361
315,698,2024-01-18 15:59:35.6355866,2024-01-18 16:29:35.6388791,unl,random23,7,1,9,5,3,9,0.25,2.0,1705593575,1705595375
316,699,2024-01-18 16:33:10.3339564,2024-01-18 17:03:10.3373181,unl,random24,2,1,4,2,3,5,0.15,3.0,1705595590,1705597390
317,700,2024-01-18 17:06:44.4756655,2024-01-18 17:36:44.4779881,unl,random24,2,1,4,2,3,5,0.15,3.0,1705597604,1705599404
318,701,2024-01-18 17:40:20.3311623,2024-01-18 18:10:20.3361090,unl,random24,2,1,4,2,3,5,0.15,3.0,1705599620,1705601420
319,702,2024-01-18 18:13:55.3833801,2024-01-18 18:43:55.4486712,unl,random25,16,3,17,2,5,8,0.75,0.5,1705601635,1705603435
320,703,2024-01-18 18:47:28.6758570,2024-01-18 19:17:28.7348702,unl,random25,16,3,17,2,5,8,0.75,0.5,1705603648,1705605448
321,704,2024-01-18 19:21:02.2332090,2024-01-18 19:51:02.2433379,unl,random25,16,3,17,2,5,8,0.75,0.5,1705605662,1705607462
322,705,2024-01-18 19:54:36.1972317,2024-01-18 20:24:36.2037902,unl,random26,4,2,7,10,9,2,0.5,1.0,1705607676,1705609476
323,706,2024-01-18 20:28:09.8578918,2024-01-18 20:58:09.8653805,unl,random26,4,2,7,10,9,2,0.5,1.0,1705609689,1705611489
324,707,2024-01-18 21:01:43.6957650,2024-01-18 21:31:43.6984440,unl,random26,4,2,7,10,9,2,0.5,1.0,1705611703,1705613503
325,708,2024-01-18 21:35:17.2061237,2024-01-18 22:05:17.2130548,unl,random27,8,1,23,4,8,2,0.25,3.0,1705613717,1705615517
326,709,2024-01-18 22:08:50.9430547,2024-01-18 22:38:50.9475425,unl,random27,8,1,23,4,8,2,0.25,3.0,1705615730,1705617530
327,710,2024-01-18 22:42:24.9514905,2024-01-18 23:12:24.9598550,unl,random27,8,1,23,4,8,2,0.25,3.0,1705617744,1705619544
328,711,2024-01-18 23:15:59.6541431,2024-01-18 23:45:59.6568949,unl,random28,20,18,23,8,4,16,0.5,1.0,1705619759,1705621559
329,712,2024-01-18 23:49:33.9823415,2024-01-19 00:19:33.9854755,unl,random28,20,18,23,8,4,16,0.5,1.0,1705621773,1705623573
330,713,2024-01-19 00:23:08.5330606,2024-01-19 00:53:08.5417381,unl,random28,20,18,23,8,4,16,0.5,1.0,1705623788,1705625588
331,714,2024-01-19 00:56:42.9001595,2024-01-19 01:26:42.9031478,unl,random29,18,20,8,4,6,4,0.25,3.0,1705625802,1705627602
332,715,2024-01-19 01:30:16.3550833,2024-01-19 02:00:16.3582969,unl,random29,18,20,8,4,6,4,0.25,3.0,1705627816,1705629616
333,716,2024-01-19 02:03:50.1184798,2024-01-19 02:33:50.1214603,unl,random29,18,20,8,4,6,4,0.25,3.0,1705629830,1705631630
334,717,2024-01-19 02:37:23.5929531,2024-01-19 03:07:23.5977598,unl,random30,15,4,20,8,2,8,1.0,1.0,1705631843,1705633643
335,718,2024-01-19 03:10:57.9766699,2024-01-19 03:40:57.9794300,unl,random30,15,4,20,8,2,8,1.0,1.0,1705633857,1705635657
336,719,2024-01-19 03:44:32.5404468,2024-01-19 04:14:32.5472689,unl,random30,15,4,20,8,2,8,1.0,1.0,1705635872,1705637672
337,720,2024-01-19 04:18:07.9259423,2024-01-19 04:48:07.9860640,unl,random31,8,6,18,4,4,4,0.25,0.5,1705637887,1705639687
338,721,2024-01-19 04:51:40.8244720,2024-01-19 05:21:40.8270549,unl,random31,8,6,18,4,4,4,0.25,0.5,1705639900,1705641700
339,722,2024-01-19 05:25:14.2174689,2024-01-19 05:55:14.2202485,unl,random31,8,6,18,4,4,4,0.25,0.5,1705641914,1705643714
340,723,2024-01-19 05:58:47.8180228,2024-01-19 06:28:47.8235595,unl,random32,3,2,5,2,2,2,0.5,1.0,1705643927,1705645727
341,724,2024-01-19 06:32:21.4147264,2024-01-19 07:02:21.4198592,unl,random32,3,2,5,2,2,2,0.5,1.0,1705645941,1705647741
342,725,2024-01-19 07:05:54.8455951,2024-01-19 07:35:54.8482264,unl,random32,3,2,5,2,2,2,0.5,1.0,1705647954,1705649754
343,726,2024-01-19 07:39:28.9882014,2024-01-19 08:09:28.9994458,unl,random33,19,8,23,4,8,2,0.25,3.0,1705649968,1705651768
344,727,2024-01-19 08:13:03.1876339,2024-01-19 08:43:03.1921971,unl,random33,19,8,23,4,8,2,0.25,3.0,1705651983,1705653783
345,728,2024-01-19 08:46:37.4530378,2024-01-19 09:16:37.4624657,unl,random33,19,8,23,4,8,2,0.25,3.0,1705653997,1705655797
346,729,2024-01-19 11:55:40.1699290,2024-01-19 12:25:40.1768631,general,random22,5,3,20,7,9,4,0.5,1.0,1705665340,1705667140
347,730,2024-01-19 12:29:14.6745327,2024-01-19 12:59:14.6765459,general,random22,5,3,20,7,9,4,0.5,1.0,1705667354,1705669154
348,731,2024-01-19 13:02:49.5821082,2024-01-19 13:32:49.5913928,general,random22,5,3,20,7,9,4,0.5,1.0,1705669369,1705671169
349,732,2024-01-19 13:36:24.7956167,2024-01-19 14:06:24.7984968,general,random23,7,1,9,5,3,9,0.25,2.0,1705671384,1705673184
350,733,2024-01-19 14:10:00.4548843,2024-01-19 14:40:00.4605333,general,random23,7,1,9,5,3,9,0.25,2.0,1705673400,1705675200
351,734,2024-01-19 14:43:35.6923727,2024-01-19 15:13:35.6957311,general,random23,7,1,9,5,3,9,0.25,2.0,1705675415,1705677215
352,735,2024-01-19 15:17:11.1575986,2024-01-19 15:47:11.1616026,general,random24,2,1,4,2,3,5,0.15,3.0,1705677431,1705679231
353,736,2024-01-19 15:50:45.9583486,2024-01-19 16:20:45.9645384,general,random24,2,1,4,2,3,5,0.15,3.0,1705679445,1705681245
354,737,2024-01-19 16:24:20.6363158,2024-01-19 16:54:20.6426989,general,random24,2,1,4,2,3,5,0.15,3.0,1705681460,1705683260
355,738,2024-01-19 16:57:56.0442127,2024-01-19 17:27:56.0619797,general,random25,16,3,17,2,5,8,0.75,0.5,1705683476,1705685276
356,739,2024-01-19 17:31:29.7641545,2024-01-19 18:01:29.7707422,general,random25,16,3,17,2,5,8,0.75,0.5,1705685489,1705687289
357,740,2024-01-19 18:05:03.1980517,2024-01-19 18:35:03.2041165,general,random25,16,3,17,2,5,8,0.75,0.5,1705687503,1705689303
358,741,2024-01-19 18:38:36.6452344,2024-01-19 19:08:36.6487318,general,random26,4,2,7,10,9,2,0.5,1.0,1705689516,1705691316
359,742,2024-01-19 19:12:10.8337361,2024-01-19 19:42:10.8411078,general,random26,4,2,7,10,9,2,0.5,1.0,1705691530,1705693330
360,743,2024-01-19 19:45:44.6396234,2024-01-19 20:15:44.6428379,general,random26,4,2,7,10,9,2,0.5,1.0,1705693544,1705695344
361,744,2024-01-19 20:19:18.7951386,2024-01-19 20:49:18.8009626,general,random27,8,1,23,4,8,2,0.25,3.0,1705695558,1705697358
362,745,2024-01-19 20:52:52.8522174,2024-01-19 21:22:52.8564323,general,random27,8,1,23,4,8,2,0.25,3.0,1705697572,1705699372
363,746,2024-01-19 21:26:27.3234593,2024-01-19 21:56:27.3265222,general,random27,8,1,23,4,8,2,0.25,3.0,1705699587,1705701387
364,747,2024-01-19 22:00:01.6380175,2024-01-19 22:30:01.6457071,general,random28,20,18,23,8,4,16,0.5,1.0,1705701601,1705703401
365,748,2024-01-19 22:33:36.6199013,2024-01-19 23:03:36.6274676,general,random28,20,18,23,8,4,16,0.5,1.0,1705703616,1705705416
366,749,2024-01-19 23:07:12.8930573,2024-01-19 23:37:12.8970164,general,random28,20,18,23,8,4,16,0.5,1.0,1705705632,1705707432
367,750,2024-01-19 23:40:49.6572596,2024-01-20 00:10:49.6593996,general,random29,18,20,8,4,6,4,0.25,3.0,1705707649,1705709449
368,751,2024-01-20 00:14:24.4097982,2024-01-20 00:44:24.4126883,general,random29,18,20,8,4,6,4,0.25,3.0,1705709664,1705711464
369,752,2024-01-20 00:47:58.7269655,2024-01-20 01:17:58.7312773,general,random29,18,20,8,4,6,4,0.25,3.0,1705711678,1705713478
370,753,2024-01-20 01:21:32.6299318,2024-01-20 01:51:32.6406703,general,random30,15,4,20,8,2,8,1.0,1.0,1705713692,1705715492
371,754,2024-01-20 01:55:06.8912553,2024-01-20 02:25:06.8964295,general,random30,15,4,20,8,2,8,1.0,1.0,1705715706,1705717506
372,755,2024-01-20 02:28:41.9156682,2024-01-20 02:58:41.9201308,general,random30,15,4,20,8,2,8,1.0,1.0,1705717721,1705719521
373,756,2024-01-20 03:02:17.0682269,2024-01-20 03:32:17.0761738,general,random31,8,6,18,4,4,4,0.25,0.5,1705719737,1705721537
374,757,2024-01-20 03:35:51.1013338,2024-01-20 04:05:51.1045590,general,random31,8,6,18,4,4,4,0.25,0.5,1705721751,1705723551
375,758,2024-01-20 04:09:25.0644731,2024-01-20 04:39:25.0711445,general,random31,8,6,18,4,4,4,0.25,0.5,1705723765,1705725565
376,759,2024-01-20 04:42:59.7197888,2024-01-20 05:12:59.7254418,general,random32,3,2,5,2,2,2,0.5,1.0,1705725779,1705727579
377,760,2024-01-20 05:16:34.1638368,2024-01-20 05:46:34.1666149,general,random32,3,2,5,2,2,2,0.5,1.0,1705727794,1705729594
378,761,2024-01-20 05:50:08.2461471,2024-01-20 06:20:08.2541699,general,random32,3,2,5,2,2,2,0.5,1.0,1705729808,1705731608
379,762,2024-01-20 06:23:42.6007382,2024-01-20 06:53:42.6043583,general,random33,19,8,23,4,8,2,0.25,3.0,1705731822,1705733622
380,763,2024-01-20 06:57:17.1499103,2024-01-20 07:27:17.1534211,general,random33,19,8,23,4,8,2,0.25,3.0,1705733837,1705735637
381,764,2024-01-20 07:30:51.5885579,2024-01-20 08:00:51.5927067,general,random33,19,8,23,4,8,2,0.25,3.0,1705735851,1705737651
