,experiment,propagationTime,messageOverhead,messageReceived,graft,prune,iwant,ihave,messageBandwidth,totalBandwidth,gossipReceived,gossipBandwidth,topology,d,dlo,dhi,dscore,dlazy,dout,gossipFactor,interval,topics,topicSize
7482,540,431.375,966.0,144.0,0.0,0.0,0.0,110.0,28.8,451.8,946.0,189.2,unl,8,6,16,4,8,2,0.25,1.0,1,16
7483,540,359.125,987.0,148.0,0.0,0.0,0.0,110.0,29.6,462.0,1295.0,259.0,unl,8,6,16,4,8,2,0.25,1.0,1,16
7484,540,371.375,785.0,113.0,0.0,0.0,0.0,110.0,22.6,368.8,1173.0,234.6,unl,8,6,16,4,8,2,0.25,1.0,1,16
7485,540,637.5,1092.0,162.0,0.0,0.0,0.0,110.0,32.4,509.8,1065.0,213.0,unl,8,6,16,4,8,2,0.25,1.0,1,16
7486,540,604.8125,985.0,148.0,0.0,0.0,0.0,110.0,29.6,461.2,1131.0,226.2,unl,8,6,16,4,8,2,0.25,1.0,1,16
7487,540,483.75,891.0,127.0,0.0,0.0,0.0,110.0,25.4,416.6,1182.0,236.4,unl,8,6,16,4,8,2,0.25,1.0,1,16
7488,540,337.9375,948.0,144.0,0.0,0.0,1.0,110.0,28.8,444.6,920.0,184.0,unl,8,6,16,4,8,2,0.25,1.0,1,16
7489,540,441.25,995.0,148.0,0.0,0.0,0.0,110.0,29.6,465.0,1282.0,256.4,unl,8,6,16,4,8,2,0.25,1.0,1,16
7490,540,349.75,762.0,110.0,0.0,0.0,0.0,110.0,22.0,358.4,1161.0,232.2,unl,8,6,16,4,8,2,0.25,1.0,1,16
7491,540,369.875,1080.0,162.0,0.0,0.0,0.0,110.0,32.4,504.8,1488.0,297.6,unl,8,6,16,4,8,2,0.25,1.0,1,16
7492,540,321.875,972.0,148.0,0.0,0.0,0.0,110.0,29.6,456.2,823.0,164.6,unl,8,6,16,4,8,2,0.25,1.0,1,16
7493,540,403.625,1263.0,185.0,0.0,0.0,0.0,110.0,37.0,587.2,638.0,127.6,unl,8,6,16,4,8,2,0.25,1.0,1,16
7494,540,275.4375,677.0,106.0,0.0,0.0,0.0,110.0,21.2,321.2,0.0,0.0,unl,8,6,16,4,8,2,0.25,1.0,1,16
7495,540,443.875,543.0,81.0,0.0,0.0,0.0,44.0,16.2,252.4,0.0,0.0,unl,8,6,16,4,8,2,0.25,1.0,1,16
7496,540,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,7.4,1314.0,262.8,unl,8,6,16,4,8,2,0.25,1.0,1,16
7497,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,7.4,unl,8,6,16,4,8,2,0.25,1.0,1,16
7498,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,84.2,unl,8,6,16,4,8,2,0.25,1.0,1,16
7499,563,269.5,159.0,27.0,0.0,0.0,0.0,28.0,5.4,76.4,145.0,29.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7500,563,293.5,169.0,28.0,0.0,0.0,0.0,31.0,5.6,81.4,212.0,42.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7501,563,215.0,113.0,19.0,0.0,0.0,0.0,22.0,3.8,55.4,218.0,43.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7502,563,235.0,174.0,28.0,0.0,0.0,0.0,27.0,5.6,82.8,126.0,25.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7503,563,209.5,176.0,30.0,0.0,0.0,0.0,30.0,6.0,84.8,212.0,42.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7504,563,299.0,98.0,17.0,0.0,0.0,0.0,21.0,3.4,48.2,227.0,45.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7505,563,285.0,173.0,28.0,0.0,0.0,0.0,27.0,5.6,82.6,115.0,23.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7506,563,201.0,181.0,29.0,0.0,0.0,0.0,34.0,5.8,87.4,226.0,45.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7507,563,271.0,82.0,16.0,0.0,0.0,0.0,27.0,3.2,42.6,227.0,45.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7508,563,330.5,186.0,30.0,0.0,0.0,0.0,26.0,6.0,88.4,113.0,22.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7509,563,334.0,184.0,29.0,0.0,0.0,0.0,31.0,5.8,88.0,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7510,563,292.0,82.0,17.0,0.0,0.0,0.0,25.0,3.4,42.4,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7511,563,224.0,188.0,30.0,0.0,0.0,0.0,28.0,6.0,89.2,127.0,25.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7512,563,291.0,180.0,29.0,0.0,0.0,0.0,32.0,5.8,86.6,220.0,44.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7513,563,325.0,94.0,16.0,0.0,0.0,0.0,27.0,3.2,47.4,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7514,563,435.5,180.0,30.0,0.0,0.0,0.0,28.0,6.0,86.0,124.0,24.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7515,563,250.0,180.0,29.0,0.0,0.0,0.0,36.0,5.8,87.4,225.0,45.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7516,563,337.3333333333333,93.0,17.0,0.0,0.0,0.0,25.0,3.4,46.8,214.0,42.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7517,563,241.5,188.0,30.0,0.0,0.0,0.0,25.0,6.0,88.6,145.0,29.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7518,563,199.0,165.0,26.0,0.0,0.0,0.0,39.0,5.2,81.0,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7519,563,316.5,112.0,19.0,0.0,0.0,0.0,24.0,3.8,55.2,200.0,40.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7520,563,231.0,186.0,30.0,0.0,0.0,0.0,26.0,6.0,88.0,195.0,39.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7521,563,243.0,156.0,25.0,0.0,0.0,0.0,36.0,5.0,76.2,207.0,41.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7522,563,276.3333333333333,153.0,26.0,0.0,0.0,0.0,27.0,5.2,74.8,167.0,33.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7523,563,430.0,171.0,27.0,0.0,0.0,0.0,27.0,5.4,81.0,233.0,46.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7524,563,289.0,130.0,21.0,0.0,0.0,0.0,33.0,4.2,63.6,196.0,39.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7525,563,279.5,188.0,30.0,0.0,0.0,0.0,25.0,6.0,90.2,147.0,29.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7526,563,286.5,163.0,27.0,0.0,0.0,0.0,24.0,5.4,77.2,230.0,46.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7527,563,315.0,112.0,18.0,0.0,0.0,0.0,34.0,3.6,55.4,186.0,37.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7528,563,289.0,184.0,30.0,0.0,0.0,0.0,26.0,6.0,88.8,185.0,37.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7529,563,263.0,151.0,26.0,0.0,0.0,0.0,27.0,5.2,72.6,225.0,45.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7530,563,265.0,145.0,23.0,0.0,0.0,0.0,34.0,4.6,70.6,180.0,36.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7531,563,271.0,182.0,30.0,0.0,0.0,0.0,23.0,6.0,87.4,162.0,32.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7532,563,264.0,144.0,25.0,0.0,0.0,0.0,29.0,5.0,69.8,222.0,44.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7533,563,210.0,126.0,20.0,0.0,0.0,0.0,33.0,4.0,61.6,181.0,36.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7534,563,295.5,178.0,30.0,0.0,0.0,0.0,24.0,6.0,86.0,202.0,40.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7535,563,296.0,146.0,25.0,0.0,0.0,0.0,28.0,5.0,70.4,210.0,42.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7536,563,360.0,159.0,25.0,0.0,0.0,0.0,35.0,5.0,77.2,167.0,33.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7537,563,238.0,171.0,28.0,0.0,0.0,0.0,21.0,5.6,81.8,226.0,45.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7538,563,174.0,136.0,22.0,0.0,0.0,0.0,26.0,4.4,65.0,209.0,41.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7539,563,229.0,181.0,30.0,0.0,0.0,0.0,33.0,6.0,87.4,132.0,26.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7540,563,266.5,171.0,28.0,0.0,0.0,0.0,20.0,5.6,81.6,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7541,563,220.0,102.0,17.0,0.0,0.0,0.0,30.0,3.4,50.2,209.0,41.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7542,563,267.5,183.0,30.0,0.0,0.0,0.0,34.0,6.0,88.4,149.0,29.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7543,563,298.5,164.0,28.0,0.0,0.0,0.0,27.0,5.6,80.2,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7544,563,237.0,120.0,19.0,0.0,0.0,0.0,27.0,3.8,57.6,209.0,41.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7545,563,249.5,183.0,30.0,0.0,0.0,0.0,33.0,6.0,88.2,158.0,31.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7546,563,312.0,164.0,27.0,0.0,0.0,0.0,28.0,5.4,80.0,261.0,52.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7547,563,347.0,127.0,21.0,0.0,0.0,0.0,27.0,4.2,61.2,214.0,42.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7548,563,291.5,210.0,34.0,0.0,0.0,0.0,35.0,6.8,101.0,207.0,41.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7549,563,363.0,173.0,28.0,0.0,0.0,0.0,23.0,5.6,83.0,217.0,43.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7550,563,277.0,170.0,26.0,0.0,0.0,0.0,28.0,5.2,80.6,187.0,37.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7551,563,259.5,170.0,28.0,0.0,0.0,0.0,36.0,5.6,83.0,216.0,43.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7552,563,378.0,148.0,23.0,0.0,0.0,0.0,25.0,4.6,71.6,208.0,41.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7553,563,241.0,180.0,30.0,0.0,0.0,0.0,24.0,6.0,85.2,148.0,29.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7554,563,207.0,164.0,27.0,0.0,0.0,0.0,35.0,5.4,79.8,230.0,46.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7555,563,191.0,114.0,18.0,0.0,0.0,0.0,25.0,3.6,56.0,198.0,39.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7556,563,222.0,190.0,30.0,0.0,0.0,0.0,28.0,6.0,90.0,180.0,36.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7557,563,324.0,157.0,26.0,0.0,0.0,0.0,33.0,5.2,76.2,231.0,46.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7558,563,373.0,143.0,22.0,0.0,0.0,0.0,24.0,4.4,69.0,154.0,30.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7559,563,285.0,191.0,29.0,0.0,0.0,0.0,28.0,5.8,90.2,231.0,46.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7560,563,355.25,118.0,22.0,0.0,0.0,0.0,34.0,4.4,58.8,197.0,39.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7561,563,224.5,188.0,30.0,0.0,0.0,0.0,23.0,6.0,89.8,165.0,33.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7562,563,322.5,160.0,26.0,0.0,0.0,0.0,29.0,5.2,76.6,237.0,47.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7563,563,261.0,127.0,20.0,0.0,0.0,0.0,35.0,4.0,62.4,169.0,33.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7564,563,250.5,190.0,31.0,0.0,0.0,0.0,25.0,6.2,91.6,234.0,46.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7565,563,332.0,135.0,24.0,0.0,0.0,0.0,28.0,4.8,65.6,186.0,37.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7566,563,267.0,187.0,29.0,0.0,0.0,0.0,35.0,5.8,90.0,198.0,39.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7567,563,259.5,144.0,25.0,0.0,0.0,0.0,27.0,5.0,71.0,220.0,44.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7568,563,370.0,163.0,25.0,0.0,0.0,0.0,27.0,5.0,77.2,135.0,27.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7569,563,303.5,177.0,29.0,0.0,0.0,0.0,32.0,5.8,85.2,227.0,45.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7570,563,302.0,104.0,17.0,0.0,0.0,0.0,23.0,3.4,51.2,207.0,41.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7571,563,305.0,189.0,32.0,0.0,0.0,0.0,24.0,6.4,89.6,146.0,29.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7572,563,291.0,165.0,26.0,0.0,0.0,0.0,33.0,5.2,79.6,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7573,563,250.0,112.0,19.0,0.0,0.0,0.0,25.0,3.8,55.4,212.0,42.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7574,563,210.5,188.0,31.0,0.0,0.0,0.0,27.0,6.2,89.4,182.0,36.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7575,563,332.0,167.0,26.0,0.0,0.0,0.0,36.0,5.2,81.0,205.0,41.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7576,563,306.6666666666667,142.0,25.0,0.0,0.0,0.0,26.0,5.0,69.8,146.0,29.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7577,563,399.5,168.0,27.0,0.0,0.0,0.0,28.0,5.4,80.0,222.0,44.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7578,563,435.0,113.0,19.0,0.0,0.0,0.0,31.0,3.8,55.6,197.0,39.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7579,563,421.0,178.0,30.0,0.0,0.0,0.0,24.0,6.0,86.0,153.0,30.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7580,563,468.0,160.0,26.0,0.0,0.0,0.0,29.0,5.2,76.6,219.0,43.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7581,563,263.0,114.0,19.0,0.0,0.0,0.0,37.0,3.8,57.2,184.0,36.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7582,563,243.5,176.0,30.0,0.0,0.0,0.0,23.0,6.0,85.0,195.0,39.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7583,563,331.0,151.0,25.0,0.0,0.0,0.0,26.0,5.0,72.0,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7584,563,290.0,152.0,25.0,0.0,0.0,0.0,35.0,5.0,74.4,129.0,25.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7585,563,302.0,178.0,29.0,0.0,0.0,0.0,27.0,5.8,86.2,231.0,46.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7586,563,194.0,103.0,17.0,0.0,0.0,0.0,26.0,3.4,49.8,219.0,43.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7587,563,252.5,184.0,30.0,0.0,0.0,0.0,35.0,6.0,89.0,124.0,24.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7588,563,238.5,180.0,30.0,0.0,0.0,0.0,19.0,6.0,85.8,226.0,45.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7589,563,242.0,98.0,16.0,0.0,0.0,0.0,27.0,3.2,47.6,218.0,43.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7590,563,240.0,182.0,30.0,0.0,0.0,0.0,32.0,6.0,87.6,137.0,27.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7591,563,208.5,174.0,29.0,0.0,0.0,0.0,25.0,5.8,84.2,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7592,563,273.0,109.0,17.0,0.0,0.0,0.0,28.0,3.4,52.6,216.0,43.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7593,563,303.5,186.0,30.0,0.0,0.0,0.0,31.0,6.0,89.0,168.0,33.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7594,563,245.0,172.0,28.0,0.0,0.0,0.0,26.0,5.6,83.2,223.0,44.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7595,563,250.5,138.0,23.0,0.0,0.0,0.0,25.0,4.6,65.8,172.0,34.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7596,563,213.0,180.0,30.0,0.0,0.0,0.0,31.0,6.0,86.6,225.0,45.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7597,563,233.0,136.0,22.0,0.0,0.0,0.0,23.0,4.4,66.0,232.0,46.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7598,563,263.0,186.0,30.0,0.0,0.0,0.0,27.0,6.0,88.2,159.0,31.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7599,563,281.0,189.0,30.0,0.0,0.0,0.0,31.0,6.0,90.2,197.0,39.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7600,563,233.0,121.0,19.0,0.0,0.0,1.0,28.0,3.8,59.8,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7601,563,303.5,163.0,26.0,0.0,0.0,0.0,26.0,5.2,77.2,148.0,29.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7602,563,318.0,184.0,30.0,0.0,0.0,0.0,33.0,6.0,88.6,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7603,563,297.0,116.0,18.0,0.0,0.0,0.0,23.0,3.6,56.4,221.0,44.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7604,563,237.0,184.0,30.0,0.0,0.0,0.0,28.0,6.0,87.6,151.0,30.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7605,563,245.0,178.0,30.0,0.0,0.0,0.0,30.0,6.0,85.8,201.0,40.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7606,563,287.0,115.0,18.0,0.0,0.0,0.0,27.0,3.6,56.8,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7607,563,303.5,163.0,27.0,0.0,0.0,0.0,29.0,5.4,78.2,138.0,27.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7608,563,255.0,179.0,30.0,0.0,0.0,0.0,33.0,6.0,86.6,214.0,42.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7609,563,272.0,106.0,17.0,0.0,0.0,0.0,24.0,3.4,52.2,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7610,563,266.5,178.0,30.0,0.0,0.0,0.0,24.0,6.0,84.4,134.0,26.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7611,563,356.0,184.0,30.0,0.0,0.0,0.0,33.0,6.0,88.6,208.0,41.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7612,563,237.0,103.0,17.0,0.0,0.0,0.0,23.0,3.4,50.8,232.0,46.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7613,563,407.0,170.0,29.0,0.0,0.0,0.0,26.0,5.8,81.4,129.0,25.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7614,563,236.5,183.0,30.0,0.0,0.0,0.0,37.0,6.0,89.0,252.0,50.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7615,563,264.0,98.0,16.0,0.0,0.0,0.0,24.0,3.2,48.6,169.0,33.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7616,563,351.6666666666667,208.0,36.0,0.0,0.0,0.0,27.0,7.2,99.2,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7617,563,366.5,130.0,22.0,0.0,0.0,0.0,35.0,4.4,64.2,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7618,563,384.0,186.0,30.0,0.0,0.0,0.0,23.0,6.0,89.0,157.0,31.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7619,563,333.0,184.0,30.0,0.0,0.0,0.0,28.0,6.0,87.6,194.0,38.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7620,563,242.0,118.0,19.0,0.0,0.0,0.0,37.0,3.8,58.8,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7621,563,243.5,154.0,26.0,0.0,0.0,0.0,24.0,5.2,74.8,153.0,30.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7622,563,265.5,185.0,30.0,0.0,0.0,0.0,27.0,6.0,87.8,230.0,46.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7623,563,221.0,117.0,19.0,0.0,0.0,0.0,34.0,3.8,57.8,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7624,563,244.5,183.0,30.0,0.0,0.0,0.0,27.0,6.0,88.6,150.0,30.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7625,563,317.5,188.0,31.0,0.0,0.0,0.0,27.0,6.2,89.4,200.0,40.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7626,563,416.0,113.0,18.0,0.0,0.0,0.0,36.0,3.6,56.2,229.0,45.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7627,563,322.0,158.0,27.0,0.0,0.0,0.0,25.0,5.4,77.0,134.0,26.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7628,563,366.0,192.0,30.0,0.0,0.0,0.0,25.0,6.0,90.2,239.0,47.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7629,563,240.0,104.0,17.0,0.0,0.0,0.0,30.0,3.4,51.0,240.0,48.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7630,563,271.5,191.0,31.0,0.0,0.0,0.0,27.0,6.2,92.2,135.0,27.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7631,563,388.5,199.0,32.0,0.0,0.0,0.0,27.0,6.4,94.2,213.0,42.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7632,563,193.0,101.0,17.0,0.0,0.0,0.0,34.0,3.4,50.6,223.0,44.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7633,563,390.5,171.0,28.0,0.0,0.0,0.0,24.0,5.6,82.4,132.0,26.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7634,563,283.5,185.0,30.0,0.0,0.0,0.0,26.0,6.0,87.6,222.0,44.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7635,563,265.0,100.0,17.0,0.0,0.0,0.0,32.0,3.4,49.8,222.0,44.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7636,563,308.5,177.0,30.0,0.0,0.0,0.0,24.0,6.0,85.8,133.0,26.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7637,563,293.0,185.0,30.0,0.0,0.0,0.0,25.0,6.0,87.4,211.0,42.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7638,563,272.0,101.0,17.0,0.0,0.0,0.0,32.0,3.4,50.2,221.0,44.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7639,563,209.5,170.0,28.0,0.0,0.0,0.0,23.0,5.6,81.8,152.0,30.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7640,563,273.0,181.0,30.0,0.0,0.0,0.0,28.0,6.0,86.4,237.0,47.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7641,563,228.0,114.0,18.0,0.0,0.0,0.0,37.0,3.6,56.8,206.0,41.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7642,563,291.0,193.0,32.0,0.0,0.0,0.0,23.0,6.4,92.4,126.0,25.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7643,563,230.5,171.0,30.0,0.0,0.0,0.0,23.0,6.0,81.4,234.0,46.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7644,563,230.0,91.0,15.0,0.0,0.0,0.0,37.0,3.0,46.4,218.0,43.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7645,563,236.5,192.0,30.0,0.0,0.0,0.0,22.0,6.0,91.2,121.0,24.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7646,563,355.0,180.0,30.0,0.0,0.0,0.0,26.0,6.0,85.6,232.0,46.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7647,563,180.0,88.0,15.0,0.0,0.0,0.0,35.0,3.0,44.8,207.0,41.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7648,563,202.0,185.0,30.0,0.0,0.0,0.0,27.0,6.0,89.4,143.0,28.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7649,563,214.0,170.0,28.0,0.0,0.0,0.0,27.0,5.6,81.0,224.0,44.8,general,8,6,12,4,8,2,0.25,1.0,24,1
7650,563,356.0,112.0,18.0,0.0,0.0,0.0,30.0,3.6,54.6,211.0,42.2,general,8,6,12,4,8,2,0.25,1.0,24,1
7651,563,256.0,180.0,30.0,0.0,0.0,0.0,24.0,6.0,86.8,138.0,27.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7652,563,331.0,173.0,27.0,0.0,0.0,0.0,28.0,5.4,82.2,227.0,45.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7653,563,229.0,102.0,18.0,0.0,0.0,0.0,36.0,3.6,51.6,195.0,39.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7654,563,264.5,182.0,30.0,0.0,0.0,0.0,25.0,6.0,87.8,213.0,42.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7655,563,273.5,161.0,27.0,0.0,0.0,0.0,25.0,5.4,76.6,212.0,42.4,general,8,6,12,4,8,2,0.25,1.0,24,1
7656,563,318.6666666666667,167.0,28.0,0.0,0.0,0.0,37.0,5.6,81.6,158.0,31.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7657,563,253.0,170.0,27.0,0.0,0.0,0.0,24.0,5.4,81.8,253.0,50.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7658,563,303.6666666666667,127.0,22.0,0.0,0.0,0.0,28.0,4.4,61.4,208.0,41.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7659,563,230.0,201.0,33.0,0.0,0.0,0.0,37.0,6.6,97.4,140.0,28.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7660,563,252.0,168.0,27.0,0.0,0.0,0.0,22.0,5.4,80.6,228.0,45.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7661,563,251.0,110.0,19.0,0.0,0.0,0.0,29.0,3.8,53.8,200.0,40.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7662,563,251.0,181.0,30.0,0.0,0.0,1.0,35.0,6.0,87.8,160.0,32.0,general,8,6,12,4,8,2,0.25,1.0,24,1
7663,563,306.0,161.0,25.0,0.0,0.0,0.0,23.0,5.0,77.2,233.0,46.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7664,563,273.3333333333333,128.0,23.0,0.0,0.0,0.0,28.0,4.6,62.2,198.0,39.6,general,8,6,12,4,8,2,0.25,1.0,24,1
7665,563,341.0,188.0,30.0,0.0,0.0,0.0,32.0,6.0,90.2,166.0,33.2,general,8,6,12,4,8,2,0.25,1.0,24,1
